100166	0
100265	0
1003	1
1003745	2
100441	3
1005536	0
1007049	2
1008	1
1008103	0
10088	0
1009419	0
10096	3
1010612	0
1010612	3
10108	1
10119921	0
1012169	0
101252	0
10128959	3
101308	3
101335	2
10135	0
10155765	0
101626	1
10175	1
1020443	3
1020725	3
102141	0
1022211	0
1022536	1
102285	0
10229387	3
102321	1
102365	3
10241	0
10246111	3
102513	0
102709	0
1027538	2
10292675	0
1029711	3
10298047	1
103	0
103	1
10319	0
1032459	0
10368	1
10375	0
103771	0
103821	2
103933	0
103955	0
104035	3
10409730	1
104143	0
104150	2
1043	0
104328	1
1045	0
1045370	1
1046159	0
1046807	2
10468959	3
1048693	0
1049153	1
104939	1
105	0
10532037	0
1055871	3
1057	0
105819	1
105819	2
10582	0
10596625	0
105983	1
1060325	3
10616783	2
10642488	0
1065	3
10655	1
1065921	1
106657	1
1066773	3
10675766	0
1068383	0
106924	1
106988	3
10717350	1
10728386	0
10731304	0
107452	1
10775913	2
10783741	2
1079611	2
10800	1
10801	0
1080377	3
10804698	2
1081070	1
1081233	0
108139	3
10822	3
1082716	3
1083286	3
10835617	0
1083637	2
108422	1
108547	0
108550	1
1086104	1
10861770	0
1086230	1
10864	0
108655	1
108727	0
10890	0
108987	0
10903501	0
10906819	0
10910698	1
10921	1
1092239	1
10943	1
10945070	1
10949	0
109651	0
1096924	0
10974240	1
109874	0
109879	1
109897	0
1099087	1
10991	0
11028	3
11028462	1
1103180	0
110433	3
11044	0
1107540	1
1107572	1
1108688	0
1109225	0
11092881	1
1109601	0
1110121	1
111109	1
111173	2
11123971	1
11129	3
11130253	3
11141	1
11149	1
1115715	3
11158249	1
111713	0
11177782	0
111870	0
11222294	3
11244916	0
1124497	2
1125081	0
112584	0
11263617	1
1128180	0
11305217	0
11305691	3
113095	0
113115	1
11320388	2
1132804	0
113399	0
1139175	2
1139841	3
1142026	0
11430	0
11435	0
1143582	3
1144933	0
1146455	0
11479149	0
11484	2
115	1
11512	3
115125	1
1151805	0
115304	3
1153669	2
1153991	0
11549889	3
11563704	0
1156938	0
115710	3
1159399	2
1159721	1
11599044	0
1161	0
1161	1
116124	0
1161	3
116135	2
116159	0
1162815	1
1163467	0
1165437	3
11655685	0
1165593	0
1166	0
1167595	3
11682556	1
116926	1
1169596	3
117054	1
1171571	3
117160	1
1172608	1
117387	1
1175	0
1176047	1
11763	1
1177218	0
1177589	1
117763	1
11777	3
117813	2
117858	0
11786	3
11799893	1
11811223	0
1181831	0
118558	0
118558	1
11859633	1
1186092	2
1186303	1
11882	3
118856	0
118902	1
11901	3
119082	0
11909	0
1191427	2
119160	3
119215	2
1192643	3
119589	2
11960804	3
119610	3
119660	0
11974352	1
11979603	1
119809	0
12008	1
120177	2
1201820	0
1201943	0
120223	0
1202809	1
1203708	1
12038215	0
12041301	2
120452	3
1204919	3
120526	3
120528	1
1206	0
1206620	2
120664	1
12069093	3
120705	1
120832	0
1209803	2
121003	0
121005	2
12109757	1
12134270	3
12139	0
1214	2
12143	2
121448	3
1215317	1
12154	3
1216332	2
12171820	0
12175813	1
12177523	0
121904	0
122300	1
12233	0
1223681	1
1223775	1
1227620	0
12284	0
122857	1
1228757	1
1229	0
122932	1
12294998	1
122968	1
12301960	3
1230262	0
1230754	3
1233	0
12330	0
123800	1
1238541	3
1240061	0
124032	0
12404	0
1243456	1
124494	1
12456	1
1246	0
1246229	1
124654	1
1246740	1
1247143	3
12471627	3
124731	0
12481428	3
1250212	3
125069	0
1250945	0
125169	2
12530611	2
1256245	0
1257233	3
12613	0
126345	0
1263918	1
1264417	3
126545	0
12680885	3
1268260	0
12702	3
12715	0
12715	3
12734	1
12736	0
127608	0
1276086	1
1276158	2
127747	1
12776	0
12779514	0
1278203	0
127842	2
1279392	1
1280582	3
128093	0
12813	0
12829	0
1283	0
1285806	0
12859	1
128650	1
128669	0
1287	0
1289611	1
129	0
1290	1
1290924	3
129	1
129161	0
1292724	3
1293564	0
129411	1
12948939	3
129535	1
12961	1
12965830	1
12982991	1
129845	0
129905	2
12993366	1
13021	1
13052	3
1305495	0
13059160	3
1307	1
1307228	1
13087	3
130941	0
1309923	3
131006	0
13109	1
13119	1
1313167	3
13151083	0
131708	1
1317	1
131872	3
131883	3
13200550	3
1322289	2
1322430	1
1323146	3
132329	0
13243326	3
13245374	1
1325820	1
1325834	1
13261759	3
1328249	0
1328404	1
13289	1
13289	3
13295779	0
13299096	1
13316	1
13324117	0
1332702	3
1332705	1
1333104	0
133388	0
1334854	2
13354533	1
13370	0
1337569	2
13380	3
13391	0
1341188	2
13422	2
13430	0
13444646	3
13452750	1
13465	3
13476725	0
1348088	1
1348372	0
1351995	3
1352	0
13520689	0
13525	2
1353423	0
135555	1
1357068	1
13582	2
135852	3
136	1
136142	0
13618000	1
13619	1
1364180	1
136435	2
136437	0
13649	3
13650	0
1366118	2
1370039	2
137157	1
1371616	2
1372	0
1375277	2
1376271	0
13763	0
137776	1
1378	0
13789	3
1381532	0
138323	3
13833869	1
138349	0
138421	3
1388644	0
13896	1
1389659	3
13898	0
1390840	0
139105	0
13915947	3
13931054	3
13937	1
13939	0
1394080	1
13948090	0
13959	0
13961116	3
1396523	1
13965672	3
1396615	0
1397210	1
13972613	3
139742	0
1397703	0
13980	3
13987	1
139914	1
1401	0
140138	0
14018629	1
140264	0
140341	0
140447	1
1406071	1
14069	2
14077598	3
140932	1
141005	0
14110	0
141244	0
1415	1
141655	1
1418376	0
141975	3
142093	0
1421	0
1421673	0
1425	1
1425	3
14265	0
142808	0
143008	1
14353523	2
14358	0
1436205	0
1437	0
1437080	1
1437	1
1437179	1
1437	3
143788	2
143885	0
1438959	1
143932	0
1442518	2
1443174	0
1443531	2
14449	1
14476239	0
144816	3
14492	0
14497	2
14497	3
145	0
14518880	3
1452	2
145	3
14582530	1
1460048	3
146096	0
146	1
14620	0
146205	2
146210	0
14621221	3
14626	0
1462744	2
146321	0
14635	1
14637	3
14668342	0
146980	1
147	0
147054	3
147	1
14727	3
147358	1
14744	1
14747588	0
14750712	0
147551	2
1475815	2
1477480	3
1478	0
1478360	0
14817	1
14838849	3
1484039	3
1484603	1
14846	1
1486544	1
1486886	3
148879	3
148900	0
148954	3
148984	1
1490949	3
149176	3
14917817	3
14932	1
149449	1
14949	1
14949	3
1496825	3
1500	1
15004	1
15016	0
15033	0
150440	0
15058	1
151229	1
15129015	0
1513527	3
15146	0
1515015	1
15171784	1
15176	3
1518314	1
15185349	2
15186	0
15186	1
15202	0
15214	3
15215319	3
15217	2
15236	0
15258	3
152832	1
152854	1
1528930	3
152943	1
1529730	3
153178	1
1535	0
1535386	3
153542	1
15358	1
153612	1
15363560	2
15368	0
153686	2
1537239	3
153740	0
153907	1
153962	1
15402660	3
1540751	1
1541284	3
1541928	1
154297	1
15433817	0
1545089	3
1547	0
1547225	3
15474200	1
1547671	0
15480447	0
154809	0
1548848	2
1549818	2
1550	0
15512275	3
1551596	0
155202	2
155279	3
155544	2
155661	0
155702	2
155710	1
155768	1
15593	0
155958	0
156263	0
15627	0
156285	0
15660	1
156639	3
15678	3
1567875	1
15680	0
156898	3
15692	0
15692127	0
15703	0
15703537	1
1570638	0
157255	2
1573313	3
1576509	3
1577156	2
157805	1
1578779	1
1579134	0
158152	1
1583	2
1583	3
1583615	0
1586206	2
158661	3
1587682	3
1588451	3
1588779	1
159011	0
1592081	0
15922	0
1592907	0
1593023	0
15939428	1
15958	3
15972094	0
1597473	1
160003	0
1602599	1
160441	0
16051738	1
160564	0
1606110	2
160879	1
161207	1
161231	1
1613	1
16184	3
161958	2
16206885	1
16208606	0
16209603	1
162117	1
162148	2
16223	0
1622302	1
16228	0
1624148	0
1624338	1
16261268	3
1627460	3
163136	2
163303	2
16347	1
16350	0
16351	3
16361579	3
1641638	1
16431	0
16456356	3
1646	0
1646	2
1650773	3
165112	3
1651610	2
165303	1
1654101	2
16567	3
16568721	3
16569	0
1659468	2
1661	0
16615631	0
166373	1
166490	0
1666003	2
167060	3
167123	0
16755787	1
167804	1
16793	0
1680	1
1685391	1
168602	0
1686	1
168702	2
16873936	1
16877676	1
1689882	0
1692711	1
169275	1
1692983	3
16936870	3
16937252	0
169455	1
169493	1
16957568	1
1696001	0
169939	0
16995585	3
17	0
17014	1
170188	1
1702398	1
17034902	1
170559	3
17061	1
17063825	2
1707	0
170795	1
17	1
17123674	3
1714493	3
1715967	0
17171	3
17200447	1
172088	0
172143	1
172159	1
1721868	0
172523	3
1726524	0
1728	1
17299595	2
1731	3
17346	1
1738	0
17389871	0
1739105	0
173989	0
1740277	3
174201	1
1742404	3
174307	3
17461144	1
1748655	3
174968	1
17522213	3
175309	0
1755026	3
